City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
240,belaya gora,68.5333,146.4167,-39.24,100,100,1.72,RU,1673890614
241,pandaria,22.2333,81.4167,58.01,53,0,4.76,IN,1673890615
242,faanui,-16.4833,-151.75,78.44,70,100,9.55,PF,1673890615
243,atambua,-9.1061,124.8925,74.68,84,98,0.69,ID,1673890616
244,jardim,-21.4803,-56.1381,92.39,42,13,1.79,BR,1673890616
245,along,28.1667,94.7667,52.84,93,91,2.33,IN,1673890617
246,hami,42.8,93.45,13.62,40,19,3.11,CN,1673890617
247,saskylakh,71.9167,114.0833,-37.8,100,100,6.22,RU,1673890618
248,kavieng,-2.5744,150.7967,80.89,75,99,1.95,PG,1673890618
249,berdigestyakh,62.0989,126.6992,-46.5,100,100,1.83,RU,1673890619
250,merauke,-8.4667,140.3333,76.69,88,100,6.46,ID,1673890619
251,adrar,20.5022,-10.0711,73.44,14,11,10.96,MR,1673890619
252,marzuq,14.4,46.4667,62.62,75,0,6.38,YE,1673890620
253,paracuru,-3.41,-39.0306,82.11,64,76,10.4,BR,1673890620
254,jiangyou,31.7667,104.7167,33.94,43,40,2.73,CN,1673890621
255,charters towers,-20.1,146.2667,72.43,96,100,6.31,AU,1673890622
256,klaksvik,62.2266,-6.589,29.32,71,99,20.33,FO,1673890622
257,alekseyevskoye,55.3071,50.1135,8.58,90,6,10.78,RU,1673890623
258,portland,45.5234,-122.6762,44.98,94,75,5.75,US,1673890394
259,colares,38.7992,-9.4469,57.76,85,75,21.0,PT,1673890624
260,hamilton,39.1834,-84.5333,45.75,51,20,11.5,US,1673890621
261,yulara,-25.2406,130.9889,82.98,42,2,5.79,AU,1673890625
262,poya,-21.35,165.15,75.34,81,100,3.56,NC,1673890626
263,pringsewu,-5.3582,104.9744,73.67,96,98,2.53,ID,1673890627
264,dunedin,-45.8742,170.5036,61.81,81,63,8.01,NZ,1673890627
265,myrtle beach,33.6891,-78.8867,56.98,44,0,1.99,US,1673890628
266,nikolskoye,59.7035,30.7861,37.29,86,96,11.41,RU,1673890628
267,panchgani,17.9167,73.8167,57.4,54,3,0.43,IN,1673890629
268,uyuni,-20.4597,-66.825,68.29,17,12,12.68,BO,1673890630
269,sao luis do quitunde,-9.3183,-35.5611,87.24,60,99,9.69,BR,1673890630
270,la asuncion,11.0333,-63.8628,83.93,65,4,14.97,VE,1673890631
271,kahului,20.8947,-156.47,66.22,88,75,3.44,US,1673890621
272,clyde river,70.4692,-68.5914,-3.77,77,100,31.07,CA,1673890632
273,bilma,18.6853,12.9164,66.79,23,12,6.71,NE,1673890633
274,luorong,24.4058,109.6086,43.97,44,100,10.0,CN,1673890634
275,eyrarbakki,63.863,-21.1481,23.05,77,1,12.01,IS,1673890634
276,budisov nad budisovkou,49.7951,17.6297,39.47,99,94,2.64,CZ,1673890635
277,comodoro rivadavia,-45.8667,-67.5,75.06,25,0,14.97,AR,1673890635
278,zemio,5.0314,25.1361,79.48,24,98,3.83,CF,1673890636
279,botwood,49.1499,-55.3482,32.9,98,100,9.8,CA,1673890637
280,te anau,-45.4167,167.7167,55.29,91,54,1.88,NZ,1673890637
